pyweather_Zeitpunkt,pyweather_Temperatur,pyweather_Temperatur_felt,pyweather_rel_Luftfeuchtigkeit,pyweather_Himmelbeschreibung,pyweather_Windgeschwindigkeit,sense_hat_Zeitpunkt,sense_hat_Temperatur,sense_hat_Temperatur_hum,sense_hat_Temperatur_pres,sense_hat_Temperatur_cpu,sense_hat_Luftdruck,sense_hat_rel_Luftfeuchtigkeit
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:23:27,37.04,37.04,35.69,51.1,1021.8,29.19
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:24:27,36.98,36.98,35.69,52.1,1021.77,30.3
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:25:27,37.06,37.06,35.74,51.6,1021.75,29.42
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:26:28,36.76,36.76,35.51,51.6,1021.77,29.32
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:27:28,36.95,36.95,35.62,52.1,1021.74,29.21
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:28:28,36.76,36.76,35.58,51.1,1021.76,29.22
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:29:28,36.86,36.86,35.55,52.5,1021.73,29.26
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:30:29,37.0,37.0,35.6,52.1,1021.76,27.51
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:31:29,36.73,36.73,35.34,52.1,1021.74,29.54
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:32:29,36.65,36.65,35.37,53.0,1021.75,29.6
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:33:29,36.84,36.84,35.51,52.5,1021.75,29.52
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:34:29,36.82,36.82,35.5,52.1,1021.77,29.3
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:35:30,36.89,36.89,35.64,52.1,1021.74,29.49
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:36:30,37.0,37.0,35.62,52.5,1021.72,29.5
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:37:30,36.91,36.91,35.6,52.1,1021.7,29.05
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:38:30,36.97,36.97,35.71,52.1,1021.73,29.27
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:39:31,37.0,37.11,35.75,51.1,1021.73,27.53
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:40:31,36.87,36.82,35.57,51.6,1021.74,29.5
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:41:31,36.84,36.84,35.56,52.1,1021.79,29.31
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:42:31,36.98,36.98,35.66,51.6,1021.74,29.2
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:43:31,36.84,36.84,35.59,52.5,1021.73,29.42
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:44:32,36.95,36.95,35.68,52.1,1021.74,29.36
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:45:32,36.97,36.97,35.67,52.5,1021.73,29.18
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:46:32,37.09,37.09,35.77,52.5,1021.72,29.01
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:47:32,36.97,36.97,35.66,51.6,1021.7,29.51
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:48:33,36.76,36.76,35.57,51.1,1021.73,29.44
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:49:33,36.78,36.78,35.48,50.6,1021.77,29.53
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:50:33,36.86,36.86,35.58,52.1,1021.81,29.34
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:51:33,36.8,36.8,35.54,51.6,1021.78,29.33
2022-07-10_05:50:00,13,13,88,Meist bewölkt,18,2022-07-10_06:52:34,36.95,36.95,35.68,51.6,1021.78,29.22
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_06:53:34,36.75,36.75,35.61,50.1,1021.79,29.26
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_06:54:34,36.97,36.97,35.65,51.1,1021.82,29.67
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_06:55:34,36.97,36.97,35.69,51.1,1021.87,28.98
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_06:56:35,37.08,37.08,35.71,52.5,1021.88,29.17
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_06:57:35,36.89,36.89,35.61,52.5,1021.89,29.23
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_06:58:35,37.02,37.02,35.55,52.1,1021.91,29.45
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_06:59:35,36.97,36.97,35.63,52.1,1021.91,30.12
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:00:36,37.0,37.0,35.67,51.6,1021.92,29.52
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:01:36,36.86,36.86,35.6,51.6,1021.9,29.31
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:02:36,37.24,37.24,35.92,52.1,1021.9,29.11
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:03:36,37.11,37.11,35.8,52.5,1021.9,29.09
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:04:36,37.02,37.02,35.79,51.6,1021.9,29.02
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:05:37,36.91,36.91,35.64,53.0,1021.93,29.12
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:06:37,37.06,37.06,35.78,51.1,1021.91,29.23
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:07:37,37.28,37.28,35.92,52.1,1021.91,29.13
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:08:37,36.98,36.98,35.71,52.5,1021.88,29.45
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:09:38,36.78,36.78,35.6,51.6,1021.94,29.45
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:10:38,37.02,36.93,35.65,52.1,1021.95,29.04
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:11:38,36.98,36.98,35.67,51.6,1021.91,29.44
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:12:38,36.98,36.98,35.69,53.0,1021.91,29.58
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:13:39,36.84,36.84,35.48,51.6,1021.94,29.42
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:14:39,36.87,36.87,35.58,51.6,1021.94,29.41
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:15:39,36.73,36.73,35.54,52.5,1021.94,26.26
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:16:39,36.86,36.86,35.5,52.1,1021.92,29.65
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:17:39,36.93,36.93,35.55,51.6,1021.94,29.57
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:18:40,36.84,36.84,35.55,52.1,1021.94,29.16
2022-07-10_06:20:00,13,13,88,Teilweise sonnig,17,2022-07-10_07:19:40,37.0,37.0,35.64,51.1,1021.91,29.46
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:20:40,36.95,36.95,35.63,52.5,1021.91,29.29
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:21:40,36.84,36.84,35.56,51.6,1021.95,29.21
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:22:41,36.78,36.78,35.48,52.1,1021.88,28.53
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:23:41,36.69,36.69,35.46,52.1,1021.91,29.98
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:24:41,36.91,36.91,35.55,52.1,1021.93,29.37
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:25:41,36.71,36.71,35.44,52.5,1021.9,29.19
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:26:42,37.08,37.08,35.66,52.1,1021.9,29.31
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:27:42,37.19,37.19,35.79,52.5,1021.89,30.26
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:28:42,37.17,37.17,35.87,51.6,1021.87,29.23
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:29:42,37.17,37.17,35.81,52.1,1021.9,28.99
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:30:42,37.15,37.15,35.81,50.6,1021.96,29.24
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:31:43,36.93,36.93,35.65,52.1,1021.96,29.07
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:32:43,36.95,36.95,35.7,51.6,1021.94,29.25
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:33:43,36.78,36.78,35.46,52.1,1021.97,29.23
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:34:43,36.87,36.87,35.54,51.6,1021.92,29.27
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:35:44,37.09,37.09,35.82,52.1,1021.95,29.05
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:36:44,36.93,36.93,35.61,51.1,1021.98,29.05
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:37:44,37.02,37.02,35.7,50.6,1021.99,29.2
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:38:44,36.8,36.8,35.46,51.6,1021.95,29.53
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:39:45,36.91,36.91,35.63,51.1,1021.95,29.44
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:40:45,37.02,37.02,35.61,52.5,1021.93,29.37
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:41:45,36.65,36.65,35.31,52.1,1021.97,29.56
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:42:45,36.91,36.91,35.53,51.6,1021.95,29.43
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:43:46,36.87,36.87,35.54,52.1,1021.89,29.48
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:44:46,36.76,36.76,35.45,52.1,1021.87,29.42
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:45:47,36.93,36.93,35.61,51.6,1021.9,29.22
2022-07-10_06:50:00,14,14,82,Teilweise sonnig,17,2022-07-10_07:46:47,36.91,36.91,35.58,52.1,1021.9,29.13
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:47:47,36.87,36.87,35.51,52.1,1021.94,29.21
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:48:48,36.89,36.89,35.55,51.1,1021.92,29.64
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:49:49,36.97,36.97,35.61,52.5,1021.9,29.46
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:50:49,36.91,36.91,35.68,52.5,1021.88,29.16
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:51:49,36.95,36.95,35.64,52.1,1021.86,29.12
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:52:49,36.76,36.76,35.55,52.5,1021.88,29.21
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:53:50,36.73,36.73,35.46,52.5,1021.84,29.23
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:54:50,36.89,36.89,35.56,52.1,1021.85,29.17
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:55:50,37.0,37.0,35.61,52.5,1021.85,29.39
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:56:50,36.86,36.86,35.61,52.5,1021.93,29.01
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:57:50,36.91,36.91,35.62,52.5,1021.88,29.23
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:58:51,37.09,37.09,35.77,51.6,1021.92,29.03
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_07:59:51,37.08,37.08,35.79,52.5,1021.91,29.23
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:00:51,37.2,37.2,35.93,52.5,1021.87,29.08
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:01:51,37.42,37.42,36.08,52.1,1021.97,28.88
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:02:52,37.0,37.0,35.75,52.5,1021.91,28.87
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:03:52,37.08,37.08,35.83,51.6,1021.94,28.89
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:04:52,37.13,37.13,35.82,53.0,1021.89,28.99
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:05:52,37.15,37.15,35.82,51.6,1021.9,28.93
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:06:52,37.31,37.31,35.99,53.0,1021.96,29.03
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:07:53,37.61,37.61,36.16,53.0,1021.93,28.8
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:08:53,37.37,37.37,36.15,52.5,1021.98,28.79
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:09:53,37.52,37.52,36.2,52.5,1021.97,28.75
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:10:53,37.72,37.72,36.28,52.5,1021.91,28.65
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:11:54,37.5,37.5,36.26,53.0,1021.96,29.95
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:12:54,37.55,37.55,36.22,52.1,1021.96,28.76
2022-07-10_07:20:00,14,14,77,Überwiegend sonnig,15,2022-07-10_08:13:54,37.59,37.59,36.28,52.5,1021.93,28.51
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:14:54,37.63,37.63,36.36,53.0,1021.97,28.19
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:15:55,37.44,37.44,36.16,52.5,1021.98,28.38
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:16:55,37.35,37.35,36.05,53.0,1021.94,28.18
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:17:55,37.24,37.24,36.0,51.6,1021.97,28.71
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:18:55,37.44,37.44,36.19,52.1,1021.99,28.55
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:19:55,37.48,37.48,36.08,52.5,1021.95,28.62
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:20:56,37.37,37.37,36.13,52.5,1022.04,28.35
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:21:56,37.48,37.48,36.16,53.0,1022.01,28.82
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:22:56,37.46,37.46,36.2,51.6,1022.0,28.59
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:23:56,37.55,37.55,36.17,53.0,1022.0,27.29
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:24:57,37.37,37.37,36.05,53.0,1021.94,29.25
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:25:57,37.37,37.37,36.05,52.1,1021.89,28.8
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:26:57,37.63,37.63,36.24,53.0,1021.92,28.56
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:27:57,37.68,37.68,36.35,51.6,1022.01,28.65
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:28:58,37.61,37.61,36.3,52.5,1022.05,28.52
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:29:58,37.46,37.46,36.22,53.0,1022.06,28.64
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:30:58,37.68,37.68,36.41,52.1,1022.08,28.44
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:31:58,37.72,37.72,36.4,52.5,1022.06,28.58
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:32:58,37.7,37.7,36.34,52.1,1022.03,28.69
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:33:59,37.64,37.64,36.31,52.5,1022.01,28.64
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:34:59,37.66,37.66,36.36,52.1,1022.08,28.74
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:35:59,37.55,37.55,36.27,53.0,1022.15,28.39
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:36:59,37.52,37.52,36.3,52.1,1022.12,28.95
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:38:00,37.55,37.55,36.32,52.5,1022.18,28.2
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:39:00,37.63,37.63,36.27,52.1,1022.15,28.56
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:40:00,37.5,37.5,36.24,53.0,1022.12,29.5
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:41:00,37.64,37.64,36.4,52.1,1022.11,28.36
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:42:01,37.72,37.72,36.44,52.5,1022.14,28.57
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:43:01,37.66,37.66,36.29,53.0,1022.11,28.52
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:44:01,37.53,37.53,36.18,53.0,1022.15,28.8
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:45:01,37.57,37.57,36.2,52.5,1022.15,28.32
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:46:02,37.53,37.53,36.22,53.5,1022.11,28.92
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:47:02,37.46,37.46,36.12,53.0,1022.12,28.77
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:48:02,37.41,37.41,36.11,52.5,1022.13,28.73
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:49:02,37.33,37.33,36.02,53.0,1022.07,28.96
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:50:02,37.28,37.28,36.01,52.5,1022.06,28.63
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:51:03,37.15,37.15,35.9,52.5,1022.17,28.77
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:52:03,37.31,37.31,36.0,52.1,1022.11,29.05
2022-07-10_07:50:00,15,15,72,Überwiegend sonnig,17,2022-07-10_08:53:03,37.31,37.31,36.01,53.0,1022.13,28.38
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_08:54:03,37.5,37.5,36.24,53.5,1022.15,28.68
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_08:55:04,37.48,37.48,36.15,52.1,1022.12,28.59
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_08:56:04,37.42,37.42,36.15,52.5,1022.13,28.75
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_08:57:04,37.41,37.35,36.17,53.0,1022.02,28.29
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_08:58:04,37.42,37.42,36.15,52.5,1022.04,28.78
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_08:59:05,37.42,37.42,36.19,52.1,1022.08,28.41
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:00:05,37.52,37.52,36.19,52.5,1022.05,28.59
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:01:05,37.46,37.46,36.21,52.5,1022.09,28.62
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:02:05,37.3,37.3,36.15,52.5,1022.01,27.91
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:03:05,37.57,37.57,36.25,52.5,1022.02,28.65
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:04:06,37.74,37.74,36.32,52.5,1022.01,28.68
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:05:06,37.74,37.74,36.38,52.1,1022.02,28.48
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:06:06,37.75,37.75,36.46,52.5,1021.99,27.58
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:07:06,37.72,37.72,36.36,52.5,1022.05,28.55
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:08:07,37.79,37.79,36.4,52.5,1022.14,28.29
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:09:07,37.66,37.66,36.34,52.1,1022.14,28.54
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:10:07,37.7,37.7,36.4,53.5,1022.13,27.45
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:11:07,37.61,37.61,36.34,53.0,1022.11,28.46
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:12:08,37.81,37.81,36.52,53.5,1022.02,28.57
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:13:08,37.96,37.96,36.55,52.1,1022.02,28.19
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:14:08,37.85,37.85,36.54,52.5,1021.97,28.14
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:15:08,37.94,37.94,36.6,53.0,1022.06,27.95
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:16:08,37.85,37.88,36.55,52.5,1022.01,28.11
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:17:09,37.98,37.98,36.59,52.5,1021.96,28.34
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:18:09,37.79,37.79,36.48,52.1,1021.97,28.22
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:19:09,37.88,37.88,36.57,53.0,1021.85,27.95
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:20:09,38.01,38.01,36.52,53.5,1021.84,27.85
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:21:10,37.92,37.92,36.67,53.0,1021.84,28.23
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:22:10,37.83,37.83,36.54,52.5,1021.88,28.4
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:23:10,37.99,37.99,36.55,52.1,1021.87,28.29
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:24:10,37.98,37.98,36.69,53.0,1021.72,28.0
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:25:11,38.21,38.21,36.81,53.5,1021.65,27.9
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:26:11,38.12,38.12,36.74,53.5,1021.76,27.91
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:27:11,37.96,37.96,36.69,53.0,1021.77,28.18
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:28:11,38.16,38.16,36.78,53.5,1021.9,29.3
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:29:11,38.12,38.12,36.75,53.5,1021.91,28.1
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:30:12,38.07,38.07,36.69,52.1,1021.9,28.08
2022-07-10_08:20:00,15,15,67,Meist bewölkt,22,2022-07-10_09:31:12,38.1,38.1,36.73,53.5,1022.06,28.27
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:32:12,38.01,38.01,36.7,54.0,1021.93,28.02
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:33:12,38.12,38.12,36.79,53.5,1022.07,27.99
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:34:13,38.12,38.12,36.78,53.0,1022.01,28.09
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:35:13,37.87,37.87,36.58,53.0,1022.1,28.51
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:36:13,38.09,38.09,36.66,51.6,1022.02,28.12
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:37:13,37.94,37.94,36.56,53.0,1021.98,27.1
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:38:14,37.98,37.98,36.59,53.5,1021.96,28.23
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:39:14,38.16,38.16,36.74,53.5,1021.96,28.02
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:40:14,38.1,38.1,36.72,54.0,1021.9,28.15
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:41:14,38.1,38.1,36.72,52.1,1021.87,26.52
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:42:15,38.12,38.12,36.74,52.5,1021.75,27.87
